,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Total_income,Age,Years_employed
75,1,1,0,1,1,0,0,0,2,337500.0,28.10735333374402,4.523022375545015
76,1,0,0,0,1,0,0,0,2,180000.0,40.46900347029713,6.688706818072924
77,0,0,0,0,1,0,0,0,2,130500.0,41.45191208580601,13.185760145656651
78,0,0,0,0,1,0,1,0,2,144000.0,57.60830133404519,0.0
79,0,0,0,0,1,0,0,0,1,193500.0,44.077564905507984,5.108934475040555
80,0,0,0,0,0,0,1,0,1,112500.0,60.40096648117346,0.0
81,0,1,0,0,1,1,1,0,2,135000.0,55.14144712074855,0.0
82,1,1,0,0,1,0,0,0,2,267750.0,57.47140598369576,12.942086422034675
83,0,0,0,0,0,0,0,0,1,139500.0,44.36230723423479,19.43913974961841
84,1,0,0,1,1,0,0,0,2,67500.0,51.12767544850339,14.521858765067044
85,1,1,0,0,0,0,0,0,2,252000.0,29.43250032512645,6.688706818072924
86,1,0,0,0,1,0,0,0,2,180000.0,57.92042273284188,0.355927910908506
87,0,0,0,1,1,0,0,0,2,135000.0,53.914864781617695,14.4369836478504
88,0,1,0,0,0,0,0,0,1,900000.0,52.19272127422192,20.27146347974291
89,1,1,0,1,0,0,0,0,2,180000.0,40.70446347289814,1.6044135060952651
90,1,1,0,0,1,1,1,0,2,115290.0,63.48384977104253,0.0
91,0,0,0,1,0,1,0,2,4,225000.0,30.88632894583736,4.774909820187958
92,1,1,0,1,0,0,0,1,3,135000.0,25.818463075901622,3.2717988733512664
93,0,0,0,0,1,0,0,0,2,450000.0,40.296515328856856,15.272045284981896
94,1,0,0,0,0,0,0,0,1,279000.0,30.2319691711671,8.690116840181522
95,0,0,0,1,0,0,0,1,3,76500.0,34.24026502939827,1.3552639684593113
96,1,0,0,1,1,0,0,0,2,202500.0,56.41183597199121,0.6899525657611039
97,0,0,0,0,1,0,0,2,4,67500.0,28.28531728919827,1.1855137340260238
98,1,0,0,1,1,0,0,0,2,234000.0,38.11987925830099,6.269807046003683
99,0,0,0,1,1,0,0,0,1,90000.0,52.85255686290615,1.2703888512426675
100,0,0,0,0,0,0,0,0,2,81000.0,53.57810221975811,2.7734997980793583
101,1,0,0,1,0,0,0,0,1,108000.0,22.40155513117997,3.6058235282038646
102,1,0,0,0,0,0,1,0,2,99000.0,54.6048173473788,0.0
103,1,0,0,1,0,0,0,0,1,198000.0,23.70206095949951,3.186923756134622
104,1,1,0,1,1,0,0,0,2,360000.0,40.61685044867451,3.2717988733512664
105,0,0,0,0,1,0,1,0,2,135000.0,54.593865719350845,0.0
106,0,0,0,0,0,0,1,0,2,76500.0,64.28605652409016,0.0
107,0,0,0,0,1,0,0,0,2,90000.0,25.979999589313948,4.60515958575467
108,0,1,0,1,0,0,0,0,2,270000.0,37.93370158182577,2.023313278164507
109,1,1,0,1,0,0,0,0,2,81000.0,39.52168764587911,9.270553125663088
110,0,0,0,0,1,0,0,0,2,202500.0,47.29460563871948,3.690698645420509
111,0,0,0,1,1,0,0,0,2,157500.0,53.94224385168758,27.02314215897657
112,0,0,0,0,1,0,0,0,2,180000.0,36.25262667953483,12.186424088105849
113,0,0,0,0,0,0,0,0,2,135000.0,33.210811994770594,2.184849791576829
114,0,0,0,0,0,0,0,2,4,135000.0,26.65626262004011,7.857793110057017
115,1,1,0,1,1,0,0,0,2,135000.0,44.34314188518587,17.02430576945454
116,1,1,0,1,0,1,0,0,2,270000.0,32.04993942380747,3.186923756134622
117,0,0,0,0,1,0,0,0,2,202500.0,44.08030281251497,13.52252270751624
118,0,0,0,0,0,0,0,0,2,157500.0,46.23777353402192,7.356756127778119
119,1,1,0,1,0,0,0,2,4,180000.0,34.12253502809777,5.941258205165061
120,1,1,0,1,0,0,0,1,2,112500.0,32.84940826984811,3.107524452931956
121,0,1,0,0,1,0,0,0,2,157500.0,37.20815622497382,2.6886246808627146
122,1,1,0,1,0,0,0,0,2,216000.0,42.31435279300739,2.436737236219772
123,0,1,0,1,1,0,0,0,2,202500.0,42.51148209751056,4.774909820187958
124,0,0,0,0,0,0,0,0,2,198000.0,51.50824452247479,26.68911750412397
125,0,0,0,0,1,0,1,0,1,157500.0,55.58498805588068,0.0
126,1,1,0,1,1,0,0,0,2,180000.0,41.48750487689686,8.605241722964879
127,0,1,0,0,0,0,0,0,2,315000.0,46.74702423732178,2.184849791576829
128,0,0,0,0,0,0,1,0,2,112500.0,58.36122576096703,0.0
129,0,0,0,0,0,0,0,0,1,90000.0,31.984229655639744,1.856300950738208
130,0,0,0,0,1,0,0,0,1,45000.0,39.354675318452806,2.184849791576829
131,0,1,0,0,1,0,0,0,2,225000.0,23.23935467531845,5.024059357823911
132,0,0,0,0,1,0,1,0,1,112500.0,64.42842768845357,0.0
133,0,1,0,1,1,0,0,0,2,144000.0,47.59303750248123,2.436737236219772
134,0,1,0,1,1,0,0,0,2,315000.0,36.83853877903037,7.523768455204419
135,0,0,0,1,0,0,0,1,3,112500.0,35.24233899395607,10.185014065997247
136,0,0,0,1,1,0,0,2,4,144000.0,33.61328432479791,2.6886246808627146
137,1,1,0,0,0,0,1,0,2,225000.0,47.54923099036941,0.0
138,1,1,0,1,0,0,0,0,2,135000.0,52.173555925173,0.2710527936918622
139,0,0,0,1,0,0,0,0,2,238500.0,52.85529476991314,9.02414149503412
140,0,0,0,0,1,0,0,0,2,112500.0,27.07790029911634,5.604495643305475
141,1,1,0,1,0,0,0,1,3,144000.0,27.51322751322752,0.7748276829777476
142,0,0,0,0,1,0,1,0,2,90000.0,58.66239553173576,0.0
143,1,0,0,1,0,0,0,0,1,202500.0,23.24209258232544,2.5216123534364154
144,1,0,0,1,0,0,0,0,1,117000.0,40.217116025654185,10.023477552584929
145,0,0,0,0,1,0,0,0,2,135000.0,51.06196568033567,29.94175102842632
146,1,0,0,1,0,0,0,0,1,225000.0,27.83356263304517,4.857047030397612
147,0,0,0,0,0,0,1,0,1,126000.0,52.54317337111645,0.0
148,0,0,0,1,0,0,0,0,2,135000.0,43.27262024545336,1.1855137340260238
149,0,0,0,0,1,0,1,0,1,90000.0,59.37972716756676,0.0
150,0,0,0,0,1,0,1,0,1,153000.0,63.79049535582524,0.0
151,1,1,0,0,1,1,0,0,2,1350000.0,35.59005318384361,4.271134930902072
152,0,0,0,0,0,0,1,0,2,139500.0,57.12095388680123,0.0
153,0,0,0,0,0,0,0,0,2,157500.0,31.880189189374185,0.9418400104040466
154,0,1,0,1,1,0,0,0,2,135000.0,30.39624359158641,1.1855137340260238
155,1,0,0,1,1,0,0,0,1,180000.0,25.681567725552203,4.690034702971314
156,0,0,0,1,1,0,0,0,1,225000.0,52.885411746990016,12.186424088105849
157,0,0,0,0,1,0,0,0,2,135000.0,27.06968657809537,6.773581935289568
158,1,1,0,1,0,0,0,0,2,292500.0,36.08013853809455,3.6058235282038646
159,0,1,0,1,1,0,0,0,2,270000.0,52.953859422164726,20.025051849113943
160,0,1,0,1,1,0,0,0,2,99000.0,40.12950300143056,12.024887574693524
161,0,0,0,1,1,0,0,0,2,135000.0,33.752917582154325,6.773581935289568
162,0,1,0,1,1,0,0,0,2,315000.0,37.1178052937432,1.6044135060952651
163,1,1,0,0,0,0,0,0,1,270000.0,24.879360972504568,4.60515958575467
164,1,0,0,0,0,0,0,0,1,135000.0,38.65377112466375,8.690116840181522
165,1,1,0,1,0,0,0,2,4,445500.0,40.811241846170695,18.68895322970356
166,0,0,0,0,1,0,1,0,1,198000.0,60.23942996776115,0.0
167,0,1,0,1,1,0,0,0,2,382500.0,42.25959465286761,10.855801282709432
168,0,0,0,1,1,0,0,1,3,202500.0,32.34289547355524,8.942004284824465
169,0,1,0,0,1,0,0,0,2,99000.0,40.74826998500996,14.940758537136286
170,0,0,0,1,0,0,0,0,2,112500.0,43.14667652313189,1.023977220613702
171,1,1,0,1,0,0,0,0,2,166500.0,28.570059617925075,4.690034702971314
172,0,0,0,0,0,0,0,0,2,135000.0,35.92133993168922,15.272045284981896
173,1,1,0,0,0,0,0,0,2,202500.0,34.59619294030678,1.1088523378303456
174,0,0,0,0,0,0,0,0,1,81000.0,49.09614844931792,4.024723300273106
175,1,1,0,1,0,0,0,0,2,180000.0,43.53545931812426,0.355927910908506
176,1,0,0,0,1,0,0,0,2,225000.0,33.62697385983285,1.1088523378303456
177,0,0,0,0,0,0,0,0,2,99000.0,27.60905425847211,1.856300950738208
178,1,1,0,1,1,0,0,0,1,360000.0,28.134732403813903,1.5222762958856102
179,1,1,0,1,0,0,0,0,2,225000.0,39.850236486717726,3.35667399056791
180,1,1,0,1,0,0,0,2,4,427500.0,41.46286371383396,17.522604844726448
181,0,0,1,1,1,0,0,2,4,157500.0,42.43482070131488,3.5236863179942093
182,0,0,1,1,0,0,0,2,4,144000.0,26.938267041759925,5.024059357823911
183,0,0,1,0,1,0,1,0,2,157500.0,59.23461809619637,0.0
184,1,1,1,0,0,1,0,0,1,270000.0,36.06371109605262,3.2717988733512664
185,0,1,0,0,0,0,0,1,3,157500.0,32.83298082780618,6.436819373429981
186,0,1,1,0,0,0,0,2,4,90000.0,30.47564289478908,1.1088523378303456
187,1,1,0,0,0,0,0,0,2,202500.0,52.34878197362026,10.023477552584929
188,0,0,1,0,1,0,0,2,4,99000.0,34.913790153117446,1.1855137340260238
189,1,1,1,0,0,0,0,0,2,360000.0,54.64314804547664,20.43847580716921
190,0,0,1,0,0,0,0,2,4,157500.0,29.322984044846915,6.436819373429981
191,0,0,1,1,0,1,0,0,1,135000.0,23.22292723327652,4.1095984174897495
192,0,1,0,0,0,1,1,2,4,99000.0,34.9247417811454,0.0
193,0,1,1,0,0,0,0,2,4,90000.0,34.74403991868416,12.186424088105849
194,1,0,1,0,0,0,1,0,2,90000.0,63.19910744231572,0.0
195,1,1,1,0,0,0,0,0,2,112500.0,44.01459304434725,21.02438790666475
196,0,1,1,0,0,0,0,1,3,135000.0,45.48484910710008,8.857129167607821
197,0,1,1,0,0,0,0,0,2,180000.0,56.52135225227075,10.60391383806649
198,1,1,1,0,0,0,1,0,1,495000.0,62.6077195288062,0.0
199,1,1,0,0,0,1,0,2,4,157500.0,40.381390446073496,6.521694490646625
200,0,0,1,0,0,0,0,0,2,135000.0,46.10361609067948,10.10835266980157
201,1,1,1,0,0,0,0,1,3,360000.0,38.16642367741979,1.689288623311909
202,0,1,0,0,1,1,0,1,3,157500.0,33.7583933961683,7.690780782630718
203,0,0,1,0,0,0,0,2,4,157500.0,33.51745757955331,5.604495643305475
204,1,1,1,0,0,0,1,0,2,157500.0,63.853467216985976,0.0
205,0,0,1,0,1,0,0,1,3,112500.0,29.91437195835644,9.774328014948972
206,0,1,1,0,0,0,0,1,2,112500.0,35.3080487621238,1.941176067954852
207,0,0,0,0,0,1,0,0,1,99000.0,29.659746606706506,6.855719145499223
208,0,0,1,0,0,0,0,0,2,135000.0,56.899183419235165,6.354682163220327
209,1,1,1,0,1,0,1,0,2,85500.0,60.56524090159277,0.0
210,0,0,1,0,0,0,1,0,2,292500.0,59.08950902482597,0.0
211,0,0,1,1,0,0,0,0,2,67500.0,59.93004647597144,23.18733444218567
212,0,0,1,0,0,1,0,0,2,90000.0,50.58009404710569,8.271217068112282
213,1,1,1,0,1,1,0,0,1,112500.0,46.47597144362992,6.855719145499223
214,0,0,1,0,0,0,0,0,2,112500.0,45.37533282682054,12.523186649965432
215,0,0,1,0,0,0,0,0,1,360000.0,50.34463404450468,21.43781186472001
216,0,0,1,0,0,1,0,0,1,279000.0,30.366126614509536,1.689288623311909
217,0,0,1,0,0,0,0,0,2,157500.0,45.879107716106425,9.604577780515683
218,1,1,0,0,0,0,0,2,4,157500.0,34.27311991348214,3.107524452931956
219,1,0,1,0,1,1,0,0,2,135000.0,57.30713156327645,0.522940238334805
220,0,1,1,0,0,1,0,0,1,112500.0,22.253708152802588,2.603749563646071
221,0,0,0,0,0,0,0,0,2,225000.0,28.21139380000958,4.60515958575467
222,0,1,1,0,0,0,0,2,4,306000.0,37.07399878163138,10.855801282709432
223,0,0,1,0,0,0,1,0,2,166500.0,61.816464403786526,0.0
224,0,1,1,0,0,0,1,0,2,135000.0,60.55702718057181,0.0
225,0,1,1,0,0,1,1,0,1,202500.0,58.23254413163857,0.0
226,0,0,1,1,1,0,0,1,3,67500.0,42.15555418660205,5.185595871236234
227,1,0,1,0,0,0,0,0,1,180000.0,22.89711629944489,1.4374011786689664
228,1,1,1,0,0,0,0,0,2,315000.0,38.79614228902715,2.5216123534364154
229,0,1,1,0,0,1,0,1,3,202500.0,41.05491556979267,14.688871092493343
230,0,0,1,1,1,1,0,2,4,270000.0,35.39292387934044,5.689370760522118
231,1,1,1,0,0,0,1,0,2,112500.0,63.757640471741375,0.0
232,0,1,1,0,0,0,0,1,3,157500.0,34.22383758735634,15.77582017426778
233,1,1,1,0,0,0,0,0,2,202500.0,50.96340102808408,21.18592442007707
234,1,1,1,0,1,1,0,0,2,252000.0,60.55428927356482,4.438147258328371
235,0,0,1,0,0,0,0,0,2,135000.0,50.654017536294376,5.108934475040555
236,0,0,1,0,0,0,0,0,2,135000.0,58.31741924885521,1.2703888512426675
237,1,0,1,0,0,1,0,0,2,90000.0,24.15929142966659,2.023313278164507
238,1,1,1,1,1,1,0,2,4,225000.0,50.31177916042081,11.690862919840928
239,1,0,0,0,1,0,0,1,2,247500.0,45.98862399638596,18.023641827005346
240,0,0,1,0,1,0,0,0,2,76500.0,42.716825123034695,13.856547362368836
241,0,1,1,0,0,0,1,0,2,126000.0,63.89179791508381,0.0
242,1,0,1,0,0,0,0,0,2,360000.0,49.56706845451994,3.6058235282038646
243,0,0,1,0,1,0,1,0,1,135000.0,63.51944256213338,0.0
244,1,1,1,0,0,1,0,0,2,135000.0,27.32704983675229,5.108934475040555
245,0,0,1,0,0,1,0,0,2,135000.0,37.68455204418982,10.940676399926076
246,1,1,1,1,0,0,0,0,2,202500.0,51.94630964359296,2.940512125505657
247,0,1,1,0,0,0,0,1,3,90000.0,48.00098564652252,22.02372396421556
248,1,1,1,0,0,0,0,0,2,315000.0,59.06212995475609,5.941258205165061
249,1,1,1,0,0,0,0,0,2,225000.0,45.19463096435929,11.857875247267229
250,1,1,1,0,0,0,0,0,2,225000.0,55.15513665578349,2.855637008289013
251,0,1,1,0,0,0,0,0,2,247500.0,53.97509873577144,22.856047694340063
252,0,1,1,1,0,0,0,1,3,67500.0,40.20890230463322,9.856465225158628
253,1,0,1,1,1,0,0,1,3,562500.0,37.75573762637152,15.439057612408194
254,0,0,1,0,0,1,1,0,2,126000.0,55.81771015147471,0.0
255,0,0,1,1,0,0,0,0,1,99000.0,27.42287658199689,3.186923756134622
256,0,0,1,0,0,0,0,0,2,135000.0,40.84409673025456,5.108934475040555
257,0,0,1,1,1,0,0,0,2,189000.0,55.39607247239847,17.02430576945454
258,0,0,1,0,0,0,1,0,2,157500.0,64.10261675462193,0.0
259,0,1,1,0,0,0,0,1,3,112500.0,41.36703696858936,5.355346105669521
260,1,0,0,0,0,1,0,0,2,135000.0,25.9909512173419,0.355927910908506
261,0,0,0,0,0,0,1,0,2,216000.0,62.6077195288062,0.0
262,0,0,1,0,0,1,0,0,2,328500.0,54.82111200093089,5.185595871236234
263,0,0,0,0,0,0,0,0,1,126000.0,22.47547862036866,2.603749563646071
264,1,1,0,0,0,0,0,1,3,180000.0,28.99717311101528,3.2717988733512664
265,0,0,1,0,0,1,0,0,1,310500.0,35.97883597883598,3.6058235282038646
266,0,0,1,1,1,0,0,0,2,126000.0,39.05624345469106,20.186588362526265
267,0,0,1,1,0,0,0,2,3,67500.0,40.60863672765355,20.27146347974291
268,1,1,0,1,1,0,0,0,1,90000.0,33.90350246753869,5.52235843309582
269,0,1,1,0,0,1,0,1,2,157500.0,26.83148866848737,5.774245877738762
270,0,1,1,0,0,0,1,0,2,270000.0,65.07457374210284,0.0
271,0,1,1,0,0,1,0,0,2,540000.0,37.66812460214789,6.940594262715867
272,0,1,1,1,1,0,0,1,3,225000.0,38.73590833487341,4.356010048118716
273,0,0,1,0,0,0,1,0,2,202500.0,59.83421973072684,0.0
274,1,1,0,0,0,0,0,1,2,270000.0,36.75640156882071,8.605241722964879
275,0,0,1,0,0,1,0,0,2,67500.0,42.916692334544855,0.7748276829777476
276,0,1,0,0,0,0,0,1,3,180000.0,30.40993312662136,0.355927910908506
277,0,0,1,0,0,0,1,0,2,90000.0,58.91428297637871,0.0
278,0,0,1,0,0,0,1,0,2,202500.0,62.862344880456135,0.0
279,0,1,1,1,0,0,0,0,2,157500.0,36.26905412157676,15.94283250169408
280,0,0,1,0,0,1,0,0,2,171000.0,51.35218382307645,10.688788955283131
281,0,1,1,0,1,0,0,1,3,157500.0,34.55786224220894,1.856300950738208
282,1,1,1,0,0,0,0,0,2,675000.0,32.6139482672471,6.023395415374717
283,1,1,1,0,0,0,0,0,2,135000.0,35.8309890004586,0.8569648931874029
284,1,1,1,1,1,0,0,2,4,315000.0,37.79133041746237,0.4380651211181612
285,1,1,1,0,0,0,1,0,2,112500.0,54.7225473486793,0.0
286,0,1,0,0,0,0,0,2,4,270000.0,37.695503672217775,12.775074094608376
287,1,1,1,1,0,0,0,1,3,202500.0,27.97593379740857,0.8569648931874029
288,0,0,0,0,0,1,0,1,2,90000.0,38.905658569306695,0.9418400104040466
289,0,1,1,0,0,0,0,0,1,135000.0,47.45888005913879,6.855719145499223
290,0,1,1,0,0,0,0,1,3,157500.0,37.86525390665106,11.605987802624284
291,1,1,1,0,0,1,0,0,2,112500.0,27.524179141255463,4.523022375545015
292,1,1,1,0,0,0,0,1,3,450000.0,50.58556986111967,7.187005893344832
293,0,0,1,0,0,0,1,0,2,76500.0,55.75747619732096,0.0
294,1,1,1,0,0,0,0,0,2,90000.0,57.98887040801659,3.942586090063451
295,0,1,0,0,0,0,0,2,4,135000.0,38.13356879333593,8.356092185328926
296,0,1,1,0,1,1,0,0,1,315000.0,49.78610101507902,8.271217068112282
297,1,1,1,0,1,0,0,0,2,135000.0,43.18774512823672,7.942668227273661
298,0,1,1,0,0,1,0,0,2,121500.0,27.77606658589841,4.60515958575467
299,1,1,1,0,0,1,0,1,3,247500.0,30.993107319109907,4.356010048118716
300,0,0,0,0,0,1,0,1,3,72000.0,38.80435601004812,5.270470988452877
301,1,1,0,0,0,0,0,0,2,135000.0,56.06138387509668,1.4374011786689664
302,1,1,1,0,0,0,0,1,3,180000.0,46.02147888046982,9.109016612250764
303,0,0,1,0,0,0,1,0,2,112500.0,62.77199394922551,0.0
304,0,0,1,0,0,0,0,1,3,247500.0,29.88699288828655,2.5216123534364154
305,0,0,1,0,0,0,0,2,4,90000.0,32.48252873091165,12.356174322539134
306,0,0,1,0,1,0,1,0,1,65250.0,54.47613571805034,0.0
307,0,0,1,0,0,0,0,0,2,184500.0,50.7909128866438,3.35667399056791
308,0,0,1,0,0,0,0,0,2,90000.0,57.99708412903755,3.0226493357153124
309,0,0,1,0,1,0,1,0,2,103500.0,60.92938253352225,0.0
310,0,0,1,0,0,0,0,0,1,180000.0,53.172891982723804,5.52235843309582
311,0,1,1,0,0,0,0,0,2,180000.0,34.117059214083795,1.856300950738208
312,0,0,0,0,1,0,1,0,2,180000.0,52.74030267561962,0.0
313,1,0,1,0,0,0,1,0,2,157500.0,52.28307220545254,0.0
314,0,1,1,0,0,0,0,2,4,67500.0,32.64954105833795,4.438147258328371
315,1,0,0,1,1,0,0,1,3,112500.0,24.21131166279937,1.3552639684593113
316,1,1,0,0,0,0,0,0,1,180000.0,30.26756196225795,2.940512125505657
317,1,1,1,0,0,0,0,2,4,270000.0,36.57843761336646,11.187088030555042
318,1,1,1,0,0,0,0,0,2,180000.0,46.977008425908814,8.186341950895638
319,0,0,1,0,0,0,0,1,3,157500.0,42.47588930641971,23.85812165889785
320,0,0,1,0,0,0,0,2,4,225000.0,35.03973387543892,1.7741637405285529
321,1,1,1,0,0,1,0,0,2,189000.0,56.98953435046579,2.269724908793473
322,1,1,1,0,0,0,0,0,2,292500.0,28.192228450960663,6.10827053259136
323,1,1,1,1,1,1,0,0,1,99000.0,56.56242085737558,0.8569648931874029
324,1,0,0,0,0,0,0,0,2,202500.0,33.34770734512002,1.1088523378303456
325,0,1,1,0,0,0,0,2,4,292500.0,38.21570600354559,8.271217068112282
326,1,1,0,0,1,0,0,0,2,202500.0,43.428680944851706,13.856547362368836
327,1,0,1,1,1,0,0,2,4,180000.0,37.859778092637086,16.438393669958998
328,0,0,1,0,0,1,0,0,2,135000.0,58.58025832152611,2.7734997980793583
329,0,0,1,1,0,0,0,0,2,157500.0,32.45241175383478,13.856547362368836
330,1,1,1,1,1,0,0,0,2,157500.0,60.27228485184501,28.025216123534364
331,0,1,1,0,1,0,1,0,2,67500.0,58.45431459920464,0.0
332,0,0,1,0,0,0,1,0,2,162000.0,61.02794718577383,0.0
333,0,1,1,0,0,0,0,1,2,112500.0,38.045955769112304,0.9418400104040466
334,1,0,1,1,1,0,0,0,1,135000.0,30.21554172912517,11.775738037057572
335,0,0,0,0,0,0,0,0,2,360000.0,42.52790953955249,9.270553125663088
336,0,0,1,0,0,0,0,0,2,135000.0,38.76876321895727,12.690198977391733
337,0,1,1,0,0,1,0,1,3,157500.0,39.62846601915166,6.184931928787039
338,0,0,1,0,0,0,1,0,2,165150.0,63.9903625673354,0.0
339,1,0,0,0,0,1,0,0,2,337500.0,46.55537074683258,12.523186649965432
340,0,0,1,0,0,0,0,1,3,99000.0,30.223755450146136,7.690780782630718
341,0,0,0,1,1,0,0,0,2,45000.0,38.16916158442678,14.6039959752767
